repo_name,language,description,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors,commits,releases,license,topics,created_date,last_commit_date,readme_length,has_ci,test_coverage,has_code_of_conduct,has_contributing_guide,has_wiki,has_pages,has_discussions,default_branch,is_archived,is_fork,size_kb
nano-track-ui,Go,Fast and lightweight framework for web applications,0,5,0,1,4,0,2,1,47,14,MIT,kubernetes|automation|wasm|mobile|mlops,2023-03-19,2024-09-15,647,0,,0,0,0,0,0,develop,0,0,6953
react-pilot,Go,modular service built with Go,3,2,1,0,28,0,15,1,51,8,MIT,cloud|kubernetes|devops|microservices|etl,2024-02-05,2024-12-26,727,0,,1,0,1,0,0,main,0,0,914
meta-vault-guard,Python,High-performance tool for log analysis,32,2,7,1,12,0,7,2,315,5,Apache-2.0,web|machine-learning|education,2023-06-08,2024-06-27,945,0,,1,0,1,0,0,main,0,0,1278
openlink,Java,High-performance toolkit for ML model deployment,0,0,0,17,70,6,21,1,28,25,GPL-3.0,spring|frontend|hacktoberfest|machine-learning|javascript,2021-11-12,2024-11-20,926,0,,0,0,0,0,0,main,0,0,6123
next-core-kit,TypeScript,Modern pipeline written in TypeScript,26,10,3,2,11,0,4,7,197,34,MIT,frontend|angular|web,2022-01-18,2024-10-02,684,0,,0,0,1,0,0,main,0,0,392
nano-guard-vault,TypeScript,Scalable SDK for log analysis,9,0,0,5,44,1,25,4,208,0,MIT,frontend|api|react|angular|web,2024-12-01,2024-12-07,1662,0,,0,0,0,0,0,master,0,1,4414
smart-link-serve,Python,Batteries-included pipeline for authentication,1,1,0,11,38,3,20,1,36,2,Apache-2.0,api|web|automation,2023-10-12,2024-12-03,6948,0,,0,0,0,0,0,develop,0,0,29198
react-link-ml,PHP,A type-safe server for data processing,25,10,3,6,13,1,4,3,158,0,GPL-3.0,web|python|open-source|tensorflow|streaming,2024-06-20,2025-01-01,2225,1,75.0,0,1,0,0,0,main,0,0,1591
awesome-kit-ui,Shell,Modern framework written in Shell,21,8,4,1,7,0,2,4,237,2,MIT,devops|graphics|kubernetes,2024-06-06,2024-09-04,1007,1,42.6,0,0,1,0,1,develop,0,0,27703
fast-guard-scan,Python,High-performance SDK for data visualization,3,0,0,2,31,0,15,1,180,1,Apache-2.0,web|api,2023-09-28,2024-12-27,5085,1,64.2,0,0,0,0,0,main,0,0,6493
nano-serve-dev,Rust,High-performance pipeline for API development,17,0,6,2,12,0,6,4,1206,5,Apache-2.0,wasm|monitoring|android,2022-04-18,2024-12-01,4980,1,66.5,1,1,0,0,0,develop,0,0,39936
quick-vault-dev,Ruby,Open-source library for real-time analytics,10,10,3,8,63,2,30,1,121,2,GPL-3.0,devops|web|rails|tool,2024-05-25,2024-12-23,3537,0,,0,0,0,1,0,develop,0,0,9175
open-flow-io,JavaScript,Modern platform written in JavaScript,4,0,0,19,72,7,55,1,78,0,BSD-3,typescript|web|react|frontend|nodejs,2024-06-12,2024-12-13,1951,0,,0,0,1,0,0,main,0,0,1882
py-hub-api,PHP,High-performance engine for microservices,0,0,3,4,9,1,3,1,213,4,MIT,cms|laravel|web|backend|machine-learning,2021-06-03,2024-10-10,1832,0,,0,1,1,0,0,develop,0,1,2735
auto-graph-graph,Rust,Fast and lightweight framework for container orchestration,11,3,0,13,61,2,40,4,278,6,BSD-3,embedded|performance,2024-06-12,2024-12-25,2740,0,,1,0,0,0,1,main,0,0,1682
core-io,C,server framework for building data processing,4,0,0,0,31,0,12,1,181,7,GPL-3.0,networking|embedded|serverless|frontend|desktop,2024-02-24,2024-12-03,4845,0,,0,0,0,1,0,main,0,1,1377
auto-pilot-rs,Lua,Open-source pipeline for CI/CD pipelines,4,4,0,0,4,0,1,1,161,2,MIT,neovim|documentation|llm,2024-04-19,2024-11-12,521,1,76.7,0,0,1,0,0,main,0,1,7585
mini-lens-go,Python,real-time server built with Python,2,0,4,5,28,1,17,2,193,0,MIT,machine-learning|automation|game-engine|microservices|testing,2024-08-11,2024-08-26,975,0,,1,0,0,0,0,main,0,1,2564
deep-sync-bridge,Java,A modular dashboard for database management,0,0,0,0,27,0,19,1,323,19,MIT,backend|enterprise|android|microservices,2021-09-08,2024-12-01,3259,0,,0,1,1,0,0,main,0,0,1560
micro-scan-lens,Go,Scalable server for API development,42,10,0,2,13,0,6,4,1428,70,LGPL-3.0,cloud|microservices|backend,2015-06-12,2024-11-07,1485,0,,0,0,1,1,0,main,0,0,31398
ultra-bridge-bridge,Python,blazing-fast pipeline built with Python,32,11,3,0,1,0,0,6,348,0,MPL-2.0,api|typescript|data-science|computer-vision,2024-10-03,2024-12-25,1440,0,,0,1,1,0,0,main,0,0,8229
next-sync-ui,JavaScript,framework framework for building CI/CD pipelines,19,0,1,13,99,3,60,8,1124,6,BSD-3,typescript|pytorch,2024-02-22,2024-12-13,3603,0,,0,0,1,0,0,main,0,0,3498
prodash,Lua,lightweight server built with Lua,5,0,0,35,152,8,96,4,275,4,MIT,embedded|scripting|neovim|game-engine,2024-03-12,2024-12-22,386,0,,1,1,0,1,0,main,0,0,9839
fastlink,Python,Production-ready pipeline for log analysis,7,3,0,4,39,0,23,5,440,3,ISC,machine-learning|automation|devops|mobile|serverless,2024-07-31,2024-12-21,3780,0,,0,0,0,0,0,main,0,0,1880
micro-kit-app,Java,async library built with Java,4,0,0,1,12,0,8,3,341,8,MIT,microservices|game-engine|devops,2023-06-01,2024-10-03,397,0,,1,0,1,0,0,develop,0,1,23195
auto-dash-js,Swift,Production-ready server for database management,1,6,8,1,9,0,3,1,412,31,LGPL-3.0,apple|ios|macos,2020-01-20,2024-07-05,732,0,,0,0,0,0,0,main,0,0,16376
go-stack-serve,JavaScript,Batteries-included service for database management,67,8,11,1,8,0,5,8,210,0,MIT,react|typescript|frontend|web|rest-api,2024-11-20,2024-12-25,202,0,,0,0,0,0,0,main,0,0,30528
lab-ai,Java,A production-grade toolkit for task scheduling,2,0,2,1,13,0,10,2,546,12,MIT,spring|api|awesome-list|desktop|graphics,2020-08-22,2024-12-31,666,0,,1,0,0,1,0,main,0,0,13486
supercraft,Julia,Modern framework written in Julia,0,0,0,2,29,0,13,1,12,5,MPL-2.0,optimization|machine-learning|graphql|data-pipeline,2024-02-20,2024-10-31,2177,0,,0,0,0,1,1,main,0,0,33270
meta-core-sync,Java,engine framework for building real-time analytics,2,0,3,1,11,0,7,3,801,32,GPL-3.0,enterprise|game-engine,2020-02-04,2024-09-15,1456,0,,1,1,0,0,0,master,0,0,1313
bot-js,Python,A extensible framework for file management,4,0,1,0,20,0,12,4,633,9,MIT,machine-learning|automation|web,2023-12-28,2024-10-26,884,1,77.2,0,0,0,0,0,main,0,1,934
py-dash-storm,Python,A blazing-fast tool for data processing,5,3,2,14,87,1,38,3,399,1,Apache-2.0,data-science|wasm,2024-05-17,2024-11-29,2020,0,,0,0,0,0,0,master,0,0,18989
turbo-bench-forge,Shell,High-performance server for task scheduling,2,0,1,10,29,3,14,1,48,0,MIT,docker|linux|graphql,2024-12-05,2024-12-08,1985,0,,0,0,0,0,1,master,0,0,245
ultra-lens-rs,JavaScript,blazing-fast server built with JavaScript,9,4,0,8,61,1,45,5,73,0,MPL-2.0,frontend|web|tensorflow,2024-12-25,2024-12-27,337,1,58.9,0,0,1,0,0,master,0,0,1799
super-serve-ml,Java,Modern tool written in Java,169,40,8,3,28,0,15,14,2863,2,MIT,enterprise|android|microservices|backend,2022-03-03,2024-12-30,5127,0,,0,0,1,1,0,develop,0,0,24405
go-lab-link,Python,High-performance library for web applications,22,9,1,4,19,0,8,3,478,5,MIT,web|machine-learning|automation,2019-11-15,2024-11-04,2542,0,,0,0,1,0,0,develop,0,0,478380
next-storm-rs,TypeScript,High-performance service for data visualization,162,45,4,4,37,1,29,3,663,8,MPL-2.0,api|frontend|angular|react|web,2023-08-31,2024-12-06,242,0,,1,0,0,1,0,master,0,0,7299
deep-edge-bench,Shell,Modern toolkit written in Shell,1,5,0,2,16,0,7,1,181,16,Apache-2.0,linux|library|api|serverless|mobile,2023-01-24,2024-11-17,7940,0,,1,0,0,0,0,main,0,0,3802
micro-craft-kit,Java,A real-time tool for message queuing,6,8,0,3,17,1,5,2,26,0,MIT,backend|enterprise|microservices|android|spring,2024-12-14,2024-12-17,861,1,83.7,0,0,1,0,0,develop,0,0,160
go-light-core,Julia,SDK framework for building log analysis,2,1,0,2,17,0,6,1,336,11,AGPL-3.0,numerical|etl|observability|testing|desktop,2021-06-24,2025-01-01,323,1,40.0,1,1,0,0,0,main,0,0,7526
easy-link-pilot,JavaScript,distributed platform built with JavaScript,18,7,2,7,60,1,46,4,632,14,MPL-2.0,react|rest-api|observability|automation|systems,2023-07-19,2024-12-19,270,1,82.2,0,0,0,0,0,main,0,0,3525
awesome-dash-rs,Java,type-safe toolkit built with Java,1,0,2,2,41,0,18,1,340,14,ISC,android|kubernetes|desktop|transformers,2019-02-06,2024-10-04,172,1,81.8,1,0,0,0,0,main,0,0,20115
micro-form-track,Kotlin,Batteries-included service for task scheduling,1,0,3,18,84,2,61,1,49,16,None,mobile|wasm,2022-11-18,2024-10-21,636,0,,0,1,1,0,0,main,0,0,9345
easy-bot-graph,Java,Production-ready server for database management,1,6,0,1,11,0,8,1,16,3,ISC,enterprise|android,2023-08-31,2024-10-16,463,0,,0,0,1,0,0,main,0,0,20433
smart-craft-bot,JavaScript,Scalable CLI for CI/CD pipelines,2,3,1,0,2,0,0,1,16,0,ISC,nodejs|react|ios,2024-12-25,2024-12-26,301,0,,0,0,0,0,0,main,0,0,419
react-stack-ai,Kotlin,tool framework for building API development,22,6,1,4,16,0,10,3,259,15,MPL-2.0,mobile|awesome-list|cross-platform|graphql|database,2020-09-28,2024-11-11,866,1,45.6,1,0,0,0,1,master,0,0,15769
quicklight,TypeScript,High-performance server for file management,0,0,2,6,58,2,33,1,212,11,Apache-2.0,frontend|angular,2022-09-21,2024-11-04,6828,0,,0,1,0,0,0,main,0,1,1561
light-io,Go,Production-ready server for log analysis,58,17,6,5,27,1,16,4,739,17,BSD-3,cloud|data-science,2022-10-23,2024-12-05,569,0,,0,0,1,0,0,develop,0,0,717
reactagent,Julia,Modern CLI written in Julia,1,0,0,6,54,2,28,1,158,31,None,numerical|open-source,2020-03-05,2024-12-13,764,0,,0,0,0,0,0,master,0,1,2042
react-lab-cli,JavaScript,High-performance framework for task scheduling,12,0,0,4,17,1,6,1,60,0,GPL-3.0,react|web|nodejs|frontend|graphql,2024-08-01,2024-10-18,2448,0,,0,0,1,0,0,master,0,0,3192
ultra-track-wave,JavaScript,Modern CLI written in JavaScript,4,0,0,2,16,0,5,3,980,28,MIT,react|typescript|frontend,2021-03-15,2024-12-20,10317,0,,1,0,0,0,0,main,0,0,5338
simple-form-forge,Python,Open-source library for task scheduling,0,7,0,3,21,0,6,1,62,1,None,machine-learning|api|monitoring,2024-10-20,2025-01-01,1372,1,73.7,1,0,0,0,0,main,0,0,378
magic-lab-kit,TypeScript,A production-grade dashboard for CI/CD pipelines,2,0,0,1,21,0,9,1,24,1,MIT,react|web|api|streaming,2024-11-16,2024-12-31,2002,0,,0,1,0,0,0,main,0,1,33093
easytrack,JavaScript,Batteries-included SDK for web applications,1,0,0,14,89,2,55,1,238,52,Apache-2.0,frontend|awesome-list|wasm,2019-11-14,2024-12-11,3120,0,,0,0,1,0,0,main,0,0,15668
nano-stack-go,C++,Production-ready framework for data processing,2,14,0,6,25,2,11,1,233,16,BSD-3,graphics|performance|game-engine|graphql,2019-02-13,2024-12-06,2072,0,,0,0,1,1,0,main,0,1,28145
meta-hub-api,JavaScript,Fast and lightweight dashboard for authentication,0,4,0,3,14,0,6,1,10,2,MIT,web|nodejs|cross-platform|android|computer-vision,2024-09-06,2024-09-24,149,0,,1,0,0,0,0,master,0,0,79699
pro-pipe-light,C++,Modern framework written in C++,16,0,4,5,27,1,16,4,251,2,GPL-3.0,performance|automation|tool|graphql,2024-05-09,2024-12-18,497,0,,0,0,0,0,0,main,0,1,1228
magic-sync-io,JavaScript,Batteries-included CLI for data visualization,25,0,1,7,35,1,21,9,289,3,Apache-2.0,typescript|automation|javascript,2024-01-25,2024-12-14,2971,0,,0,0,0,0,1,main,0,0,49388
simple-core-vault,TypeScript,Fast and lightweight service for data processing,67,10,3,7,25,3,18,8,703,37,Apache-2.0,react|angular,2020-09-14,2024-11-29,696,0,,0,1,0,0,0,master,0,0,3343
awesome-lab-storm,TypeScript,A extensible toolkit for container orchestration,32,6,2,3,35,0,16,6,881,25,Apache-2.0,api|graphql|fine-tuning|streaming,2021-01-25,2024-11-22,269,1,67.7,0,1,0,0,0,develop,0,0,7528
mini-form-vault,C#,Modern platform written in C#,250,16,5,8,26,1,17,7,1259,8,BSD-3,enterprise|typescript|graphql|data-science|docker,2024-03-09,2024-10-25,1009,0,,0,0,0,0,0,main,0,0,17079
super-storm-io,Java,distributed server built with Java,0,7,0,5,19,1,8,1,221,10,Apache-2.0,microservices|rest-api|api,2021-10-04,2024-10-20,2123,0,,0,0,1,0,0,develop,0,0,3119
hyperkit,TypeScript,Open-source server for container orchestration,0,0,0,2,50,0,32,1,19,0,ISC,api|python|observability,2024-12-03,2024-12-03,2020,1,38.2,0,0,1,0,0,master,0,0,14593
ultra-guard,Kotlin,Scalable pipeline for real-time analytics,0,0,0,2,9,0,6,1,31,3,Apache-2.0,mobile|multiplatform|spring|backend,2024-06-01,2024-12-14,1160,0,,0,1,1,0,0,develop,0,0,708
mini-craft-rs,Go,Open-source server for CI/CD pipelines,5,0,3,4,11,0,5,1,103,15,None,kubernetes|devops|microservices|nlp|rust,2023-06-02,2024-09-05,129,1,76.4,0,0,0,0,0,master,0,0,3736
bridge-ai,JavaScript,Fast and lightweight platform for CI/CD pipelines,16,18,0,1,15,0,8,8,591,9,MIT,frontend|web|embedded|devops,2023-08-06,2024-11-23,1600,1,82.1,0,1,1,0,0,main,0,0,11643
serve-io,C,High-performance dashboard for log analysis,0,4,0,2,8,0,3,1,192,6,ISC,systems|data-pipeline,2023-10-22,2024-11-01,231,0,,0,0,1,0,0,develop,0,0,6244
minipilot,TypeScript,Fast and lightweight service for CI/CD pipelines,7,3,0,3,21,0,11,1,62,2,None,web|graphql,2024-09-05,2024-12-03,2359,0,,0,0,0,0,0,main,0,0,483
procraft,Python,Fast and lightweight server for log analysis,45,9,6,1,11,0,6,3,1068,23,None,automation|embedded|open-source,2021-05-27,2024-11-09,2039,0,,0,0,1,0,0,develop,0,0,3720
easy-agent-js,Java,Batteries-included library for CI/CD pipelines,54,4,5,5,29,1,20,9,465,4,GPL-3.0,enterprise|backend|spring,2024-06-26,2024-10-10,681,0,,0,0,1,1,0,main,0,0,2974
quick-dash-core,Python,A blazing-fast platform for API development,4,1,0,3,15,0,10,4,256,32,MIT,automation|data-science,2021-07-13,2024-10-07,234,1,40.4,1,0,0,0,0,main,0,0,6865
meta-scan-ai,JavaScript,Batteries-included platform for web applications,43,8,0,2,17,0,8,2,593,35,MIT,frontend|web,2022-01-10,2024-12-30,5086,0,,0,0,1,0,0,master,0,0,99950
micro-vault-dash,C#,High-performance tool for database management,5,0,0,4,31,0,11,1,137,3,Apache-2.0,game-engine|dotnet,2023-11-29,2024-12-27,1698,1,40.8,0,0,0,0,1,main,1,1,458
mini-bot-io,Python,type-safe tool built with Python,1,0,3,1,24,0,10,1,176,11,None,data-science|flutter|cli,2023-06-10,2024-12-04,369,0,,0,0,1,0,0,main,0,1,811
nano-stack-rs,PHP,A async engine for message queuing,0,0,0,8,35,2,19,1,45,9,MIT,backend|cms|web|wordpress|laravel,2023-08-31,2024-12-28,6439,0,,0,0,1,0,0,main,0,0,69357
turbo-kit-cli,Shell,Fast and lightweight toolkit for API development,2,0,1,1,15,0,11,3,660,31,MIT,automation|linux,2015-01-04,2024-12-21,1218,0,,1,1,0,0,0,develop,0,0,20607
auto-vault-cli,Rust,Scalable server for microservices,5,7,4,0,4,0,2,3,70,14,ISC,wasm|embedded,2023-10-08,2024-11-04,549,1,65.2,0,0,0,0,1,develop,0,1,4382
mini-dash-rs,C#,Open-source dashboard for data visualization,1,0,2,0,4,0,1,1,139,48,MIT,game-engine|pytorch,2019-11-26,2024-12-17,4047,1,51.2,0,1,1,0,0,develop,0,1,7362
nano-agent-dash,C#,lightweight platform built with C#,8,0,0,4,20,1,15,4,1019,10,MIT,desktop|typescript,2021-08-02,2024-12-13,3171,1,37.6,0,0,0,0,0,main,0,1,12884
next-wave-rs,R,Modern framework written in R,7,0,0,12,71,1,50,4,1015,28,MIT,ggplot|bioinformatics|python,2022-08-04,2024-12-23,2451,0,,0,0,1,0,0,main,0,0,7816
free-flow-ai,TypeScript,Fast and lightweight SDK for real-time analytics,18,9,3,3,27,0,14,7,401,0,MIT,frontend|api|react,2024-11-28,2024-12-06,1693,0,,0,0,1,0,0,main,0,1,4092
ultra-lens,Python,Open-source SDK for database management,2,0,1,1,16,0,10,2,162,3,Apache-2.0,automation|documentation|kubernetes,2023-11-08,2024-09-03,301,0,,0,0,0,0,0,develop,0,0,44763
auto-edge-dev,Java,cloud-native library built with Java,21,10,0,0,36,0,12,6,826,3,GPL-3.0,backend|automation|serverless|documentation,2019-08-17,2025-01-01,350,1,74.4,1,0,0,0,0,main,0,0,3646
ultra-flow,Go,Scalable toolkit for container orchestration,9,0,0,0,3,0,2,6,1790,5,Apache-2.0,cli|systems|llm|backend,2021-12-24,2024-11-18,754,1,44.5,0,1,0,0,1,master,0,0,38554
smart-kit-light,Python,High-performance engine for authentication,19,3,0,2,15,0,5,2,337,6,Apache-2.0,automation|web|nodejs|database|systems,2020-05-12,2024-11-27,116,1,80.7,0,0,1,0,1,main,0,0,1084
go-wave,Rust,High-performance platform for ML model deployment,12,8,0,2,34,0,24,6,542,11,MIT,cli|systems,2023-12-13,2024-12-19,1738,1,40.6,0,0,0,0,0,master,0,0,57003
fast-kit-core,Python,Scalable library for container orchestration,6,0,0,2,24,0,12,5,52,0,None,automation|machine-learning|data-science,2024-12-17,2024-12-20,1091,1,25.1,0,0,0,0,0,main,0,0,2376
magic-pipe-bot,C,Fast and lightweight framework for authentication,9,6,3,0,21,0,14,2,81,34,Apache-2.0,embedded|performance,2020-11-05,2024-12-26,1298,1,59.9,0,0,0,0,0,develop,0,0,2228
deep-scan-go,JavaScript,Scalable dashboard for database management,117,27,2,5,34,1,15,6,346,7,ISC,typescript|mlops|ios,2023-06-19,2025-01-01,8879,0,,0,0,0,0,0,develop,0,0,1943
ultra-stack-wave,Python,A async CLI for ML model deployment,5,1,0,13,140,1,77,2,73,6,BSD-3,machine-learning|awesome-list,2024-05-03,2024-06-09,301,0,,0,0,0,0,0,main,0,0,18037
quick-core-track,Python,extensible engine built with Python,1,0,0,9,109,1,65,1,174,8,MIT,machine-learning|api|security|transformers|streaming,2023-09-01,2024-12-17,1334,0,,0,0,0,1,0,main,1,0,7174
pro-vault-graph,JavaScript,Batteries-included CLI for microservices,1,10,0,4,16,1,8,1,124,10,None,frontend|nodejs,2024-02-10,2024-12-13,289,0,,0,0,1,0,0,main,0,0,3117
golens,JavaScript,High-performance framework for data visualization,7,0,0,2,8,0,4,4,64,0,Apache-2.0,react|embedded,2024-06-26,2024-09-27,5580,1,34.3,0,0,0,0,0,main,0,0,711
react-track-app,Python,A modular engine for microservices,3,1,4,3,20,1,15,2,29,0,ISC,automation|data-science|api|nodejs,2023-09-25,2024-11-01,340,0,,0,1,0,0,0,main,0,0,23056
mini-serve-craft,JavaScript,High-performance SDK for ML model deployment,3,0,2,0,3,0,1,2,130,2,Apache-2.0,frontend|nodejs|typescript|graphql|desktop,2024-07-29,2024-12-06,11368,0,,0,0,0,0,0,develop,0,0,2241
ultra-vault-js,JavaScript,Fast and lightweight CLI for microservices,0,0,0,0,8,0,3,1,301,66,MIT,frontend|rag|nodejs|documentation|cli,2018-06-13,2024-01-18,344,0,,0,1,0,0,0,main,0,1,2464
super-dash-craft,TypeScript,A production-grade SDK for file management,6,6,0,6,37,1,20,1,82,2,None,web|angular|deep-learning,2024-08-23,2024-11-30,1745,0,,0,0,0,0,0,master,0,0,34497
meta-lab-scan,TypeScript,Production-ready library for microservices,33,4,0,2,11,0,8,4,378,8,MIT,api|web|nodejs,2023-01-16,2024-12-27,2378,0,,0,0,1,0,1,develop,0,0,10659
pro-bridge-ml,JavaScript,Production-ready library for data processing,5,0,0,7,21,2,8,5,1188,6,MPL-2.0,web|nodejs|typescript,2020-11-11,2024-10-26,3370,1,35.9,0,0,1,0,0,main,1,0,386007
easy-wave-flow,JavaScript,High-performance service for ML model deployment,4,3,3,4,20,0,9,4,877,21,None,react|framework|database|cloud|computer-vision,2021-12-03,2024-10-31,326,1,45.7,0,0,0,0,0,main,0,1,7416
govault,Python,High-performance engine for API development,3,0,5,11,33,2,14,1,16,7,BSD-3,web|api,2023-11-23,2024-12-14,281,1,87.4,0,0,1,0,0,develop,0,0,225890
free-spark-stack,Python,Batteries-included engine for web applications,6,5,5,1,8,0,3,2,670,2,Apache-2.0,web|machine-learning|automation|api,2022-02-21,2024-12-23,688,0,,0,0,0,1,0,main,0,1,9674
next-stack-ml,JavaScript,Modern CLI written in JavaScript,133,31,11,12,81,4,43,8,1603,11,MIT,frontend|security|mlops|mobile|pytorch,2023-11-20,2024-12-28,3134,0,,0,0,0,1,0,main,0,0,22013
nanocore,Ruby,real-time engine built with Ruby,3,4,3,1,15,0,7,2,153,8,GPL-3.0,devops|rails|performance|serverless|go,2024-02-12,2024-12-18,1180,0,,0,1,0,0,1,main,0,0,4269
open-core-ai,R,Fast and lightweight tool for real-time analytics,0,0,1,6,39,1,15,1,106,4,MIT,bioinformatics|ggplot|python|automation|data-science,2024-04-03,2024-09-04,4009,0,,0,0,0,0,0,main,0,0,10371
awesome-guard-lens,C,A distributed toolkit for file management,11,0,0,11,57,2,26,1,49,0,MIT,systems|performance|embedded,2024-08-19,2024-11-01,453,0,,0,0,1,0,0,develop,0,0,23721
ultra-track-hub,Java,High-performance dashboard for task scheduling,0,0,0,2,11,0,5,1,217,10,Apache-2.0,backend|wasm|library,2023-05-09,2024-10-15,809,0,,0,1,1,0,0,master,0,0,3891
dash-io,Go,Fast and lightweight service for log analysis,17,0,2,2,8,0,4,5,195,15,MIT,kubernetes|cloud|cli|database|testing,2022-12-11,2024-12-20,1143,0,,0,0,0,0,0,main,0,0,1861
open-graph-go,JavaScript,Batteries-included platform for real-time analytics,15,9,0,2,25,0,15,5,248,14,GPL-3.0,react|frontend|web|typescript|ios,2023-09-06,2024-09-09,1069,0,,0,1,0,0,0,main,0,0,1763
kit,Ruby,Modern engine written in Ruby,33,2,0,3,13,1,8,4,454,1,GPL-3.0,automation|web|devops|ios,2024-05-31,2024-12-27,2612,1,5.5,0,0,0,1,0,main,0,1,7777
easy-core-io,Ruby,Open-source engine for ML model deployment,0,5,0,11,84,5,59,1,41,5,Apache-2.0,automation|api|devops|rails,2024-06-17,2024-12-26,4847,0,,0,1,0,0,0,main,0,0,1853
ultrabridge,Swift,Fast and lightweight library for web applications,1,2,0,0,9,0,3,1,31,0,MPL-2.0,macos|llm,2024-12-23,2024-12-24,560,1,31.4,0,0,1,1,0,develop,0,0,4417
nano-link-bridge,Scala,A async pipeline for task scheduling,89,21,12,13,118,1,71,4,1024,2,GPL-3.0,spark|web|android,2022-09-12,2024-10-31,769,1,45.8,0,1,0,0,0,main,0,0,15526
super-link-dev,TypeScript,Modern CLI written in TypeScript,6,2,0,2,3,0,1,1,422,61,None,react|angular|frontend|web|rag,2018-08-25,2024-11-24,1721,1,51.0,1,0,0,0,0,main,0,0,8968
open-spark-dev,Ruby,Batteries-included engine for data processing,1,1,0,4,23,0,14,1,68,18,MIT,rails|devops|automation,2022-05-10,2024-12-22,1694,0,,0,0,1,1,0,main,0,1,23401
ultra-agent-app,PHP,Open-source engine for real-time analytics,49,9,0,2,11,0,8,8,764,4,Unlicense,laravel|mlops|observability|react|streaming,2021-01-12,2024-11-30,4784,0,,0,0,0,0,0,main,0,0,6490
magic-lens-serve,JavaScript,Production-ready framework for microservices,4,2,1,9,59,2,43,1,137,5,MIT,typescript|nodejs|react,2024-04-20,2024-06-17,1325,0,,0,0,1,0,0,main,0,0,760
smartspark,C,A real-time library for task scheduling,0,3,0,0,0,0,0,1,133,15,MIT,networking|flutter|web,2022-10-28,2024-11-07,859,0,,0,0,0,0,0,master,0,0,1504
hyper-stack-cli,Python,Fast and lightweight engine for file management,3,0,0,1,4,0,1,1,22,0,MIT,automation|machine-learning,2024-12-24,2024-12-25,9572,1,69.5,0,1,0,0,0,develop,0,0,9030
py-craft-link,R,A extensible toolkit for log analysis,8,3,4,4,47,1,17,5,859,2,Unlicense,ggplot|data-science|bioinformatics,2023-03-23,2024-12-27,1809,0,,0,0,0,0,0,develop,0,0,35915
fast-flow-io,Ruby,Production-ready framework for message queuing,2,0,0,1,32,0,16,3,1361,71,BSD-3,api|rest-api|go|llm|database,2018-04-23,2024-12-18,2733,0,,0,0,0,0,0,develop,0,1,9321
hyper-flow-serve,Python,lightweight CLI built with Python,6,0,0,3,34,1,16,3,498,11,MIT,web|machine-learning|javascript|backend,2023-12-12,2024-12-10,181,0,,0,0,0,0,0,master,0,0,1123
hub-io,Rust,Production-ready server for log analysis,15,4,0,0,4,0,2,4,576,12,None,performance|wasm|security,2023-11-26,2024-12-20,1057,0,,1,0,0,0,0,main,0,0,10291
fast-hub-ml,Python,Fast and lightweight platform for message queuing,15,2,0,5,17,2,6,5,768,10,GPL-3.0,api|web|machine-learning|streaming|library,2023-08-15,2024-09-30,4846,0,,0,0,0,1,0,develop,0,0,65264
minibot,Ruby,Scalable platform for CI/CD pipelines,9,0,1,1,7,0,2,6,1676,3,Apache-2.0,rails|api,2022-01-07,2024-08-24,1403,1,70.7,1,1,1,0,0,main,0,0,9707
flow-cli,PHP,lightweight platform built with PHP,0,0,1,5,10,0,6,1,54,2,Apache-2.0,cms|education|rag|tool|docker,2024-09-22,2024-09-22,1010,0,,0,0,0,1,0,develop,0,0,655
smartflow,Rust,Modern platform written in Rust,2,0,3,2,7,0,4,1,160,21,BSD-3,systems|cli,2022-11-07,2024-11-11,119,1,75.8,0,0,1,0,0,master,0,0,474
super-flow-core,Kotlin,Fast and lightweight server for log analysis,31,4,1,16,157,4,74,5,1856,46,None,spring|backend,2021-02-19,2024-10-16,1100,1,54.5,1,0,0,0,0,main,0,0,101883
meta-lens-agent,Python,CLI framework for building microservices,13,0,0,2,29,0,19,2,345,8,Unlicense,api|machine-learning,2023-11-08,2024-11-21,5580,1,72.0,0,0,1,1,0,main,0,0,5611
turbo-form-ml,JavaScript,Scalable toolkit for authentication,10,0,0,2,12,0,6,2,458,7,MIT,react|frontend|kubernetes,2023-05-03,2024-12-17,1246,0,,0,0,1,0,0,master,0,0,1776
turbo-sync-light,TypeScript,High-performance framework for task scheduling,65,10,2,0,14,0,9,9,2747,27,Unlicense,react|frontend|web,2020-02-12,2024-10-14,2357,0,,0,0,1,0,0,develop,0,0,15069
easy-dash-serve,Python,Fast and lightweight library for container orchestration,7,0,0,3,10,1,7,4,458,14,None,machine-learning|automation,2023-01-06,2024-10-01,825,0,,0,0,0,0,0,master,0,0,178972
hyper-form-io,Java,service framework for building container orchestration,4,6,0,25,143,3,96,2,191,2,MIT,android|python|machine-learning|nlp|monitoring,2024-09-26,2024-12-21,799,1,78.0,0,0,0,0,0,main,0,0,67271
deepsync,JavaScript,Batteries-included dashboard for file management,2,0,1,4,56,1,42,1,95,30,None,nodejs|go|rust|documentation,2022-04-21,2024-12-29,1246,0,,0,0,0,0,1,develop,0,0,2516
ultralink,TypeScript,Batteries-included server for database management,6,3,1,1,12,0,4,2,103,1,None,web|react,2024-06-18,2024-10-18,2205,1,79.9,0,0,0,1,0,master,0,0,909
