stars,forks,language,total_commits,issues_count,team_size,KLOC,Effort_pm
1,2,Java,86,3,1,4.3,1.7153615318708313
119,28,Java,1791,14,7,89.55,28.505441088264682
0,0,Swift,183,15,1,9.15,3.5729472893306937
9,3,C++,1522,4,4,76.1,23.91092120978085
14,0,Rust,352,19,2,17.6,4.821397401851627
48,13,Rust,157,5,8,7.85,0.9095477433665402
1,0,JavaScript,9,0,1,0.45,0.4658548498576476
16,0,TypeScript,1182,4,7,59.1,18.815482139964985
4,1,Python,273,4,1,13.65,3.3141468052530905
5,2,PHP,126,5,4,6.3,2.4751310152470363
0,0,TypeScript,123,0,1,6.15,0.1
16,1,TypeScript,194,0,6,9.7,2.290445883258962
0,0,JavaScript,41,6,1,2.05,0.1
7,3,JavaScript,317,11,2,15.85,4.585297925522678
2,0,Go,112,1,1,5.6,1.541502287057503
42,0,JavaScript,508,0,4,25.4,6.339764338895356
2,3,Python,45,2,2,2.25,0.1
2,5,Ruby,168,4,1,8.4,2.9568882942195116
9,6,TypeScript,215,1,6,10.75,3.249087761390237
10,0,TypeScript,479,14,3,23.95,9.47081083031797
4,0,TypeScript,7,2,1,0.35,0.1
1,7,PHP,153,2,1,7.65,0.1
32,0,JavaScript,459,4,3,22.95,8.250811218121203
30,7,Ruby,40,2,2,2.0,0.1
4,11,Shell,269,3,1,13.45,3.405772942809367
9,2,C++,86,6,4,4.3,0.9003748034181263
86,22,TypeScript,80,1,5,4.0,1.7813534253146202
10,3,C#,617,11,6,30.85,8.386157303159031
7,1,Java,530,4,3,26.5,8.27396430347687
3,12,TypeScript,90,9,1,4.5,1.754376185975111
8,0,Java,184,6,4,9.2,2.761302696547625
17,0,JavaScript,4179,1,8,208.95,64.59100062836386
96,12,Python,203,4,12,10.15,3.359944343498436
1,9,TypeScript,218,1,1,10.9,1.0941847388297108
3,0,Python,231,1,3,11.55,2.552953533786072
5,3,TypeScript,207,10,2,10.35,4.075671936621259
0,5,Go,203,0,1,10.15,3.304706619107755
83,31,Shell,1133,19,7,56.65,19.0042572335783
60,14,Python,1973,16,9,98.65,31.411058113266375
73,16,Rust,563,12,6,28.15,10.309702139232058
16,4,Java,1692,1,6,84.6,23.65558532440103
18,2,Python,299,5,2,14.95,2.506812719565486
25,2,JavaScript,282,1,4,14.1,4.374417189333109
7,0,Python,123,1,5,6.15,1.8739767497909972
2,12,JavaScript,72,1,1,3.6,1.6021090581860182
20,2,JavaScript,1957,5,7,97.85,31.514087003792792
16,6,TypeScript,272,0,1,13.6,3.3202355457700596
50,0,Java,127,2,2,6.35,1.0467760631598098
2,0,Python,35,0,1,1.75,0.1
1,0,Python,34,1,1,1.7,0.1
80,8,Python,287,2,2,14.35,4.470729782972121
6,5,Go,740,3,3,37.0,10.645021586465617
27,10,JavaScript,64,9,3,3.2,0.9267120212671013
12,10,Go,291,3,2,14.55,5.222731385306321
8,1,JavaScript,443,6,4,22.15,6.249836770864025
5,0,Python,225,3,3,11.25,1.8068816994332957
121,6,Shell,916,8,13,45.8,15.194684918391529
47,7,Python,730,5,8,36.5,13.02832855752668
19,5,Python,133,5,3,6.65,0.9289106393474642
6,2,Python,86,3,1,4.3,1.8195709584923652
5,0,Lua,61,0,3,3.05,1.6290801954091503
8,8,Rust,99,0,3,4.95,1.8118884635841437
220,41,Rust,498,2,4,24.9,6.415395149983592
91,25,Lua,1495,1,8,74.75,23.715494430994024
20,0,Python,200,9,6,10.0,4.794533986250037
109,33,Julia,263,10,5,13.15,3.3721287766515724
5,7,JavaScript,1220,7,4,61.0,17.598905352332014
27,2,Rust,452,11,2,22.6,6.895759067984795
27,8,TypeScript,938,14,7,46.9,12.481183729745872
8,3,TypeScript,39,3,1,1.95,0.3168663011281404
3,0,Shell,789,3,3,39.45,10.67120185962467
44,5,Python,67,1,6,3.35,0.778526727755541
25,6,R,441,4,2,22.05,7.577326806878917
7,0,TypeScript,244,2,1,12.2,4.152835865186664
1,0,Rust,47,0,1,2.35,0.8933956696623058
1,1,Dart,20,6,1,1.0,0.1
64,15,Python,665,1,5,33.25,11.228834456864485
13,8,C,561,15,5,28.05,8.236081728839318
3,10,Go,363,0,3,18.15,5.94917145098875
16,4,C++,509,5,2,25.45,6.747140537921021
0,0,Python,98,0,1,4.9,1.0816259494714524
20,4,Go,398,6,4,19.9,6.338118731185623
3,0,C++,83,12,1,4.15,1.453394833400347
19,0,Java,681,7,3,34.05,10.722155145969852
24,3,Python,1565,2,8,78.25,24.7330749064663
1,2,JavaScript,64,3,1,3.2,0.3227753585617874
24,0,Kotlin,1821,0,6,91.05,27.044397189838357
8,8,Python,516,0,4,25.8,6.451175356002115
339,83,C++,2076,5,8,103.8,29.737645002084133
5,0,R,219,3,4,10.95,5.0175077175581375
12,6,Python,636,1,6,31.8,12.22265461360663
4,4,Python,368,1,2,18.4,5.89713687379295
8,0,C++,93,0,1,4.65,1.5749079837395872
3,10,Python,79,2,1,3.95,1.8568349009955356
14,2,Go,487,13,6,24.35,4.726604846560203
23,0,C++,164,2,7,8.2,3.956121592303874
17,6,Go,331,1,4,16.55,5.114829547521229
67,0,TypeScript,226,4,3,11.3,4.185826289380671
0,0,C++,109,3,1,5.45,1.7072063346332715
1,3,Go,50,0,1,2.5,0.6818356770525337
80,14,JavaScript,3065,2,10,153.25,46.49417705493289
0,2,Go,45,1,1,2.25,1.165806109854537
1,0,Scala,94,3,1,4.7,1.3007882539522075
19,9,C++,61,1,2,3.05,0.8595165267524008
8,0,Java,455,2,4,22.75,8.439541812575497
1,6,JavaScript,455,1,1,22.75,6.216396033461152
0,0,Python,94,7,1,4.7,1.1542980003996015
2,8,JavaScript,292,0,2,14.6,4.083410500550754
4,0,Python,883,11,2,44.15,12.781332094903343
32,15,Lua,1763,8,7,88.15,26.264503488534807
14,0,JavaScript,193,3,5,9.65,1.6289785812618547
4,0,PHP,245,9,4,12.25,2.560696986907239
0,0,Python,20,10,1,1.0,0.1
4,6,JavaScript,330,7,4,16.5,5.450465057516671
18,8,TypeScript,1299,2,6,64.95,19.36177103321583
28,8,JavaScript,262,1,6,13.1,4.076675022076787
4,4,PHP,47,8,3,2.35,1.218358503427745
5,0,Dart,96,1,4,4.8,0.4611515513026152
76,25,Kotlin,3062,0,11,153.1,48.10943404017266
0,0,Python,70,0,1,3.5,0.1
11,0,Ruby,454,0,5,22.7,8.869942400897456
13,2,Python,161,3,2,8.05,1.7728614998257177
7,0,C,154,0,1,7.7,0.9804906912981917
5,8,Java,1356,0,4,67.8,19.42396508647856
8,0,JavaScript,1032,3,4,51.6,15.339610050938948
8,0,Python,553,3,3,27.65,8.129763538301415
3,0,Python,186,2,2,9.3,1.823302945099949
8,10,JavaScript,703,2,2,35.15,10.39759118318921
26,1,C,907,5,6,45.35,13.242070111153678
4,7,PHP,306,1,1,15.3,3.6566987096862347
8,0,Dart,285,4,4,14.25,4.81426245199264
5,4,Python,227,9,3,11.35,3.2179591235813154
0,1,Go,190,0,1,9.5,3.0598582314622282
3,6,JavaScript,211,0,1,10.55,2.0715450360167855
1,5,Go,235,5,1,11.75,3.1140852022743744
6,2,JavaScript,122,2,2,6.1,1.8590098048178967
0,0,JavaScript,197,1,1,9.85,3.9616556619875656
12,10,Go,1062,2,7,53.1,15.86151238476158
13,0,JavaScript,96,6,6,4.8,1.7191462769338204
6,0,Java,1663,2,4,83.15,22.434877567831357
0,0,Rust,96,9,1,4.8,0.8023541178307934
51,9,Python,711,3,3,35.55,10.23546830247628
12,7,Shell,1102,0,4,55.1,15.180010303816722
4,11,Java,501,4,3,25.05,8.556378675315855
62,10,PHP,2649,1,7,132.45,40.03218995385361
0,0,Rust,22,6,1,1.1,0.1451548236210336
4,1,C#,275,2,2,13.75,5.121413290208308
3,8,C#,35,1,2,1.75,0.29576451869414017
0,0,Kotlin,189,5,1,9.45,2.808528727960479
13,6,Rust,158,1,1,7.9,0.9531150336768752
18,3,JavaScript,233,1,1,11.65,1.740838389530239
20,19,Python,67,3,2,3.35,0.1
30,5,Rust,163,1,7,8.15,2.9457825373176094
10,4,Python,460,3,2,23.0,6.338909117912166
1,0,JavaScript,70,11,1,3.5,0.8180152379076615
1,0,Python,296,2,1,14.8,3.512250623639234
33,13,Go,359,5,9,17.95,5.474173846965228
53,8,Python,258,6,2,12.9,5.093108303695999
10,0,Rust,53,1,4,2.65,1.5411856689094758
79,9,PHP,1912,1,4,95.6,27.457596872700258
67,8,Swift,276,3,11,13.8,5.407861256740536
34,3,JavaScript,610,4,5,30.5,9.114468498663134
26,9,Go,233,2,6,11.65,3.1470320047334885
57,13,Go,260,4,6,13.0,4.350804078716383
7,7,Java,693,1,5,34.65,10.983548172074112
4,4,Rust,144,2,2,7.2,1.6052206072659039
1,0,JavaScript,8,6,1,0.4,1.5735674295823519
24,3,Julia,540,1,4,27.0,8.317511147426453
18,0,Python,286,14,6,14.3,4.185049905581607
5,0,Swift,26,4,1,1.3,1.4436251620632623
2,0,Go,80,0,1,4.0,0.8650711271466694
69,18,JavaScript,1086,4,7,54.3,15.479284970596995
65,21,C#,906,14,4,45.3,12.93991821538908
8,0,Python,105,0,1,5.25,3.068522560866678
5,4,Ruby,288,4,2,14.4,5.467087647817325
6,8,Go,39,5,2,1.95,0.2039538724027996
0,0,Python,69,0,1,3.45,0.6620349726078163
41,11,Python,938,11,3,46.9,14.995695078013513
2,0,Ruby,226,0,3,11.3,4.7888962578780445
19,3,JavaScript,270,14,3,13.5,5.780826008359848
4,1,Scala,265,6,4,13.25,1.0543670988546703
22,11,Ruby,232,4,4,11.6,1.6239020864212579
3,4,C++,433,0,3,21.65,9.702846993710445
5,5,JavaScript,255,1,3,12.75,3.107180412716027
12,0,C++,697,5,3,34.85,10.045748282369626
0,0,Shell,182,2,1,9.1,2.9384183256796037
13,3,Python,190,0,2,9.5,2.9828543900892375
0,6,JavaScript,34,5,1,1.7,0.9267944245343631
6,9,JavaScript,548,0,5,27.4,8.376756406685498
26,0,TypeScript,592,7,4,29.6,8.819464239270818
7,13,C#,303,9,3,15.15,3.013938896443908
6,3,Java,105,3,2,5.25,1.5565937838743236
9,7,Go,131,1,2,6.55,0.2879426539066039
13,0,JavaScript,230,3,1,11.5,3.1775008431109057
15,2,Python,616,9,5,30.8,8.626783326519089
1,4,JavaScript,102,0,1,5.1,1.0561961019163804
27,0,Kotlin,519,1,4,25.95,6.931465678728457
27,0,Rust,998,6,5,49.9,14.40411745475792
6,2,TypeScript,17,6,1,0.85,0.132655842895533
0,0,PHP,41,7,1,2.05,3.9466438413762233
4,7,Python,688,1,2,34.4,9.179450762186491
78,12,JavaScript,24,13,3,1.2,0.7412597947749994
9,2,JavaScript,83,5,1,4.15,0.771752270465629
40,7,Lua,617,0,5,30.85,9.22163122246554
2,5,C++,73,0,2,3.65,1.24259403836061
7,0,Rust,12,4,2,0.6,0.27342027186283513
7,6,Python,285,1,1,14.25,5.093225744730291
6,0,JavaScript,152,17,3,7.6,1.633797410738977
31,10,Rust,324,10,6,16.2,6.24785373481114
22,6,TypeScript,621,5,3,31.05,10.357919144948076
5,4,C,402,2,4,20.1,5.2651258300218835
604,109,Ruby,2223,5,12,111.15,34.88271082807159
6,0,Java,72,14,4,3.6,0.8291111240602071
4,0,C#,111,1,4,5.55,1.2906533526933297
112,12,Julia,1177,15,10,58.85,18.56800613339203
6,6,Java,160,5,2,8.0,3.123548833205801
6,2,Rust,892,3,4,44.6,12.850647605040386
65,22,C,401,3,6,20.05,7.395702707464821
3,0,JavaScript,92,0,1,4.6,1.1264588282744397
2,2,Scala,158,10,1,7.9,1.9329242648080576
3,0,Python,103,1,1,5.15,1.3616293231875498
0,3,Rust,63,9,1,3.15,2.326092132079622
0,4,PHP,92,6,1,4.6,0.6774769055945782
1,0,Rust,99,4,2,4.95,1.6787077211021617
0,2,Java,97,5,1,4.85,1.9207218514425608
9,0,Rust,370,10,2,18.5,5.5161868873464925
12,3,Python,26,11,6,1.3,1.3676766463283223
1,0,JavaScript,63,2,2,3.15,2.1195959007596614
2,6,JavaScript,119,13,1,5.95,3.3675878277289546
65,21,Go,1268,6,11,63.4,21.704694444065325
6,6,Java,478,4,4,23.9,6.29486732042636
1,0,JavaScript,29,9,1,1.45,0.1
2,0,Scala,70,0,1,3.5,1.1231287114481505
122,9,TypeScript,165,15,10,8.25,3.3348625271477426
7,2,Java,203,0,6,10.15,5.159188742153939
0,0,TypeScript,60,12,1,3.0,2.11234194690544
617,112,JavaScript,5470,15,17,273.5,87.18472124425467
78,3,C#,498,2,4,24.9,5.577015304554937
35,3,Java,850,1,6,42.5,12.552993641560958
0,0,Python,181,2,1,9.05,2.3721735355970295
16,0,Dart,369,1,2,18.45,5.185677261094151
340,86,PHP,154,27,3,7.7,1.1835232440233792
0,0,C#,73,27,1,3.65,1.7506463394455896
99,20,Kotlin,901,1,6,45.05,14.271822602072463
17,0,C,152,5,2,7.6,0.8553579832217253
4,2,JavaScript,814,7,3,40.7,11.329891822981649
38,20,Rust,774,3,6,38.7,12.051691854068741
0,0,Rust,149,7,1,7.45,1.37413530591158
3,0,JavaScript,11,5,1,0.55,0.8074685710924272
0,2,JavaScript,295,4,1,14.75,6.239714202757512
6,4,Python,481,7,5,24.05,7.755794582611483
23,3,Rust,648,3,6,32.4,7.409546667265573
28,0,PHP,426,1,5,21.3,7.0828861019636165
36,15,Ruby,103,2,2,5.15,3.627936903734563
31,0,JavaScript,1286,0,8,64.3,19.493553655918348
83,32,JavaScript,753,10,8,37.65,10.84107380458105
40,0,Java,77,7,2,3.85,1.1168645068176886
12,1,Go,500,3,5,25.0,5.268922130733988
3,0,C,194,5,1,9.7,2.2927865276054296
306,102,Kotlin,152,8,7,7.6,4.190496641758189
0,1,C,6,1,1,0.3,0.1
2,0,Kotlin,9,5,1,0.45,1.1918021302319266
10,1,Dart,1374,12,3,68.7,20.355424739183835
10,2,Java,2183,17,5,109.15,33.382733325907424
6,12,Python,151,1,2,7.55,3.053302227519995
67,9,Python,87,5,3,4.35,0.1
8,7,TypeScript,104,5,1,5.2,2.3702572751713755
11,3,JavaScript,45,0,4,2.25,2.371264803819311
1,7,Python,435,11,2,21.75,6.9977278994644685
401,49,Dart,1270,15,10,63.5,21.252786657295907
4,1,JavaScript,223,3,4,11.15,4.621833077585067
1,5,Dart,91,2,1,4.55,2.3915267765498243
9,4,Ruby,598,1,6,29.9,11.248654518115977
5,5,Rust,258,5,2,12.9,3.118369114208207
32,10,C++,284,5,6,14.2,5.696626694178938
4,1,JavaScript,225,9,3,11.25,2.483193957377081
0,0,Rust,37,7,1,1.85,1.2058203272557297
163,20,JavaScript,180,16,3,9.0,4.426862462774001
2,2,Shell,261,16,3,13.05,4.406186965016515
2,0,JavaScript,12,2,1,0.6,0.1
10,0,JavaScript,395,6,6,19.75,7.4247705519786535
4,0,C#,80,3,1,4.0,0.1
1,2,Rust,4,5,1,0.2,0.1
1,0,Java,29,11,1,1.45,0.24254023253428125
2,0,Rust,95,3,2,4.75,0.30261663493083835
8,0,Python,157,10,2,7.85,4.04068770068954
26,4,C++,954,12,8,47.7,15.157525413443864
2,0,JavaScript,93,1,2,4.65,1.251398569667837
6,2,JavaScript,30,0,1,1.5,0.6681009699912722
16,2,Python,827,11,3,41.35,11.166367344311096
93,21,JavaScript,4248,7,8,212.4,65.06829131653826
4,2,JavaScript,637,1,4,31.85,10.41673459032359
42,14,Java,741,3,9,37.05,10.536056648213822
11,0,JavaScript,241,0,4,12.05,2.3620931357219264
16,0,JavaScript,692,9,6,34.6,10.642668217684845
17,7,Go,1120,9,8,56.0,17.783712315015507
67,15,Python,298,10,6,14.9,4.77199099723353
5,6,C++,419,0,1,20.95,5.303737572251703
0,0,Shell,16,5,1,0.8,2.4901947602583365
0,0,TypeScript,85,4,1,4.25,0.1347498395777451
65,16,C,1695,3,3,84.75,23.877001844468428
0,0,Python,238,0,1,11.9,3.6157499198162952
8,0,Python,163,0,4,8.15,2.5392748742736537
900,113,C#,1426,10,16,71.3,23.556915455850547
28,5,Ruby,3112,2,10,155.6,46.33076837949913
14,9,Swift,349,3,4,17.45,5.700761429222606
1,8,Python,25,2,1,1.25,0.1
12,0,Ruby,1527,2,5,76.35,20.57551602884471
11,3,TypeScript,217,21,2,10.85,4.030292643093724
38,6,JavaScript,353,1,2,17.65,3.9201271609252903
29,8,Python,246,9,1,12.3,4.12749485569703
1,0,R,58,2,1,2.9,1.643033275950926
6,2,Python,41,6,5,2.05,1.3050251470448628
1,0,Swift,407,1,1,20.35,2.556966908212808
1,0,Rust,285,2,1,14.25,5.507249165437177
28,0,C#,626,1,3,31.3,9.750121698964008
7,3,C#,411,4,5,20.55,7.123743142594987
9,0,Kotlin,62,0,1,3.1,0.1
56,15,JavaScript,818,1,3,40.9,12.182203977337565
44,11,Python,4680,9,10,234.0,72.11199221597367
10,3,Go,59,3,3,2.95,1.7270290247382176
0,0,TypeScript,35,6,1,1.75,1.0409820290477598
0,0,Python,22,2,1,1.1,0.1
1,5,JavaScript,8,4,1,0.4,0.7867453960147998
8,0,JavaScript,405,14,4,20.25,7.2222998539111005
54,8,Python,114,3,11,5.7,1.8008596456997505
40,3,Python,2192,3,7,109.6,32.82320191410602
21,7,C,121,1,3,6.05,0.6787024619421773
1,0,JavaScript,14,0,1,0.7,0.1
0,0,Lua,100,0,1,5.0,0.941017274967263
12,1,Dart,824,0,6,41.2,11.425794348064183
51,9,Python,1371,2,10,68.55,22.16547020876683
3,7,C#,566,19,3,28.3,7.082108284723123
8,0,Rust,2470,2,5,123.5,37.01344451783021
24,0,C++,1673,6,9,83.65,25.476299905559515
95,20,Python,135,8,12,6.75,1.9705661473597664
2,9,JavaScript,542,10,3,27.1,8.250510838310886
2752,440,Python,2460,35,12,123.0,39.525556812310754
3,0,Rust,214,3,1,10.7,3.6257315740642144
3,0,Lua,310,2,4,15.5,4.7287658117636076
15,4,C++,178,4,2,8.9,2.0957327730092974
7,0,C#,428,0,4,21.4,5.965413158099082
2,2,Lua,313,1,2,15.65,3.0826975972218795
6,0,C++,210,4,2,10.5,1.8985739824866685
5,0,Python,274,6,2,13.7,5.16339503343959
5,5,Kotlin,62,2,1,3.1,0.3417502274265606
76,17,TypeScript,864,8,2,43.2,14.039473085471089
12,0,Python,498,8,7,24.9,7.1179136055662955
15,0,Java,240,14,4,12.0,6.684940602465426
1,3,Shell,87,2,1,4.35,1.7928237528476016
120,17,JavaScript,690,11,4,34.5,10.021729754502937
92,26,Java,214,7,4,10.7,4.039268352674131
11,0,Python,184,4,4,9.2,2.374508427256761
5,0,Python,43,1,1,2.15,1.312024951383577
5,0,Python,246,0,2,12.3,3.3329229873941753
73,3,C#,2759,4,12,137.95,42.64083366972145
5,2,Kotlin,199,3,3,9.95,1.9993606714848933
0,0,Python,266,1,1,13.3,4.00025575547308
0,2,JavaScript,148,4,1,7.4,1.1629559918340988
0,0,JavaScript,202,2,1,10.1,1.689548933634582
16,1,Python,219,8,3,10.95,1.9720869023115692
46,8,Go,427,4,5,21.35,4.755008566873971
4,0,C++,643,1,3,32.15,10.51434324670765
15,2,Rust,122,8,1,6.1,2.810069037942333
0,1,TypeScript,72,0,1,3.6,2.2650136994468366
17,0,Go,1741,3,5,87.05,26.63906275019418
105,18,Python,805,1,6,40.25,11.461504623417296
36,15,Python,868,1,6,43.4,12.77071221603244
46,18,Shell,758,7,6,37.9,8.7199315324859
4,5,Ruby,224,4,4,11.2,2.7841966244889833
5,10,C,390,1,3,19.5,6.205996174413989
9,0,C,86,0,2,4.3,2.088947458335294
1,0,Rust,14,2,1,0.7,0.1
123,17,C,1879,6,7,93.95,28.415895678937996
31,6,TypeScript,999,5,2,49.95,12.964850243098535
2,0,Python,196,8,1,9.8,2.904516957851289
7,0,Python,961,5,3,48.05,13.358816755822192
5,0,Python,120,4,1,6.0,2.360544167439322
93,7,Python,6303,5,11,315.15,98.2305025909769
83,6,TypeScript,635,1,4,31.75,9.270297542446379
3,0,C++,228,3,1,11.4,2.6104585041575095
26,7,PHP,955,4,6,47.75,12.358410980991476
4,0,Go,1095,3,4,54.75,14.190164001676202
14,0,Python,171,5,1,8.55,2.67534799639808
1,0,C#,81,6,1,4.05,0.1
52,10,TypeScript,241,3,6,12.05,2.50234492189216
4,0,Python,205,8,2,10.25,0.5488065914424554
61,9,JavaScript,239,4,4,11.95,6.388655901335384
19,3,JavaScript,162,9,1,8.1,1.4781927586669386
4,0,JavaScript,276,2,4,13.8,4.653190454048105
20,14,PHP,1335,10,7,66.75,22.0327032911629
1,2,Ruby,119,2,1,5.95,2.2826586243573153
14,0,C++,624,8,5,31.2,9.186151977297927
48,0,Python,53,1,5,2.65,0.1
11,0,PHP,34,1,1,1.7,0.1
7,0,C++,44,2,3,2.2,1.8162990306234357
3,2,JavaScript,128,12,1,6.4,1.771040980040047
15,0,Rust,48,7,4,2.4,2.0232308734529707
42,0,Java,308,5,3,15.4,3.1123393867042646
20,0,TypeScript,945,3,4,47.25,13.878064009286582
3,0,Python,122,5,1,6.1,1.5851297468866719
0,0,Java,358,2,1,17.9,5.782995235398842
2,1,Python,25,8,2,1.25,1.391625833809648
80,25,Python,1342,1,7,67.1,21.17929457730223
11,5,Python,1320,3,5,66.0,19.56472821698908
0,0,Dart,73,5,1,3.65,0.9737087673144125
13,2,JavaScript,159,6,3,7.95,3.1143787620506105
2,0,TypeScript,97,9,1,4.85,1.3276821376922967
258,67,JavaScript,1472,2,13,73.6,22.279949595114694
32,2,Scala,458,0,4,22.9,6.113263572116049
224,66,Go,1059,21,10,52.95,16.438967607944626
16,1,C,297,1,5,14.85,5.266854341843648
2,0,JavaScript,117,15,1,5.85,1.852140509474728
1,1,Python,420,2,1,21.0,8.010267498329085
16,5,Go,341,1,3,17.05,6.185822026493778
0,0,TypeScript,136,5,1,6.8,3.2990557412663293
415,71,PHP,1036,32,15,51.8,17.473215964856713
5,2,Kotlin,898,12,4,44.9,13.932559037705873
24,0,Java,936,2,8,46.8,13.302408070430785
9,0,Julia,1274,6,4,63.7,18.09909078710036
15,1,Go,23,1,1,1.15,0.7201686023224011
16,0,JavaScript,180,12,5,9.0,2.1392119718243743
108,37,Java,806,2,13,40.3,12.744306852817122
43,16,Python,1765,8,10,88.25,27.091070365444246
1,7,PHP,225,9,1,11.25,1.9301249191113163
81,21,Python,593,3,9,29.65,9.427664922308262
1,4,JavaScript,14,2,1,0.7,1.3447595956009828
3,1,Go,688,15,2,34.4,9.614589760212679
11,0,Python,1815,5,4,90.75,25.85072483154818
0,0,Python,11,13,1,0.55,0.5802159836066758
1,0,C++,19,18,1,0.95,1.2895044035445005
0,6,Python,165,6,1,8.25,3.0905920806746483
4,0,Java,518,2,4,25.9,8.575866323870274
1,2,JavaScript,20,3,1,1.0,1.5546487995387115
13,3,JavaScript,523,7,2,26.15,7.342510881405255
36,0,JavaScript,302,3,3,15.1,3.1107576423207464
4,0,Ruby,166,8,3,8.3,0.6996504443255263
5,7,Dart,140,6,4,7.0,2.482231302512204
0,0,Python,98,4,1,4.9,1.8892228050006592
4,5,Dart,53,1,2,2.65,3.6863149856231927
2,4,Go,333,3,2,16.65,5.923208554059215
11,0,Rust,80,1,1,4.0,0.1
8,0,C++,206,8,3,10.3,2.500850372326885
854,246,C++,1336,30,15,66.8,21.61326283904408
154,18,PHP,2434,4,12,121.7,38.50127115629175
9,3,Java,349,0,4,17.45,6.395740002708489
30,0,Go,2134,6,8,106.7,33.23649424057141
2,4,JavaScript,211,3,1,10.55,3.094231884089793
7,0,Python,65,2,1,3.25,1.2650882105559615
10,0,C++,321,1,4,16.05,5.399023760127325
7,1,Python,920,2,6,46.0,13.662998637701515
2,12,JavaScript,14,1,2,0.7,0.16074913270826358
26,12,Python,2777,14,8,138.85,40.81012266161369
1,0,JavaScript,271,0,1,13.55,3.747887462971433
11,3,Rust,234,16,7,11.7,2.6471606906618117
0,4,Rust,59,0,1,2.95,1.7681423314176707
0,7,TypeScript,144,0,1,7.2,1.0589568234419282
3,0,Python,283,0,2,14.15,5.883196449369421
47,5,TypeScript,1234,2,7,61.7,18.704117605986514
6,0,TypeScript,608,2,4,30.4,8.960841232034841
12,5,C#,69,1,3,3.45,1.1576302820307947
15,6,Go,276,6,8,13.8,4.260082355807369
40,0,Java,1862,3,10,93.1,27.034509700984092
0,0,Java,23,7,1,1.15,0.1790821712606045
77,9,Dart,112,3,2,5.6,2.1358173332224073
6,2,Ruby,290,7,2,14.5,3.596030864642188
6,0,Java,882,1,5,44.1,12.910633028471171
12,0,Java,436,0,6,21.8,7.697217685845072
54,17,Python,547,2,4,27.35,8.562344897401713
85,13,Shell,396,2,8,19.8,4.546047109746906
4,0,JavaScript,65,14,1,3.25,0.32315071906504855
7,4,JavaScript,727,0,5,36.35,12.52282978547977
1,5,R,270,0,1,13.5,3.8892951598998877
10,0,C#,176,1,4,8.8,3.956147680238754
1,0,Python,115,5,1,5.75,2.339335077328599
3,0,Python,191,0,1,9.55,3.209657481869749
1,5,Python,106,2,1,5.3,1.499279762164384
9,2,Go,1767,8,5,88.35,27.134500729811986
14,0,Python,525,2,3,26.25,9.193575023514558
8,4,Shell,248,0,1,12.4,1.9948415061360518
10,10,Shell,74,7,5,3.7,2.4929408273144555
78,21,Go,622,4,11,31.1,11.167957235897829
5,0,Rust,352,4,3,17.6,2.4090911891503812
26,18,JavaScript,2317,1,7,115.85,34.61401560455976
5,7,Python,246,0,5,12.3,4.090647059939419
4,7,C#,490,0,2,24.5,5.381011091258044
88,4,Python,1004,8,11,50.2,14.872492111352186
3,0,Python,18,0,1,0.9,0.1
0,0,JavaScript,109,4,1,5.45,2.1713858085885303
4,5,Python,682,3,4,34.1,8.980300651584429
23,3,TypeScript,1237,3,9,61.85,17.183521960167226
3,0,C++,37,1,1,1.85,0.3312468203513271
8,7,PHP,671,14,4,33.55,10.20613752602007
2,0,Rust,460,0,2,23.0,4.183382012351121
10,1,Swift,1062,3,6,53.1,15.178991337175294
360,86,TypeScript,4520,4,12,226.0,71.82976460069378
5,3,Swift,60,5,4,3.0,0.1
1,2,Java,60,2,1,3.0,0.7905223010833634
20,3,JavaScript,655,0,4,32.75,8.582962351326755
4,0,Shell,115,3,1,5.75,2.349468778298945
596,96,JavaScript,2510,10,17,125.5,41.10533050656895
51,0,Python,110,8,11,5.5,3.0642689957094413
2,0,JavaScript,21,0,1,1.05,0.9338695241185588
27,11,TypeScript,1067,3,7,53.35,16.130341953685186
17,0,TypeScript,687,20,2,34.35,9.938532588123284
14,0,Java,1055,0,6,52.75,16.752253401636906
4,7,Scala,133,4,1,6.65,1.3258675479690245
2,3,JavaScript,296,1,3,14.8,2.791279785333928
0,2,Java,132,7,1,6.6,0.4768256553654895
7,2,TypeScript,1146,3,4,57.3,16.806248082230837
8,0,Swift,302,2,2,15.1,4.4752853653744475
0,0,Python,66,15,1,3.3,1.4297976131898271
37,1,Python,731,7,6,36.55,12.074637720647509
4,5,Java,71,14,1,3.55,0.8814063722217218
4,3,C++,116,9,2,5.8,1.8009226136725034
22,0,PHP,234,3,8,11.7,3.939801436431412
8,6,Go,722,8,3,36.1,10.864661864462791
20,0,Ruby,1111,3,4,55.55,15.894461707841106
52,13,TypeScript,2975,6,10,148.75,44.973034504347844
13,0,Python,345,12,5,17.25,7.170599620763444
3,0,Python,183,23,2,9.15,1.2995638973646193
0,9,Python,59,18,1,2.95,1.3422536726714247
9,0,JavaScript,29,6,2,1.45,1.636127618595452
7,0,Java,5,3,1,0.25,0.1
24,10,TypeScript,415,6,3,20.75,6.87939965821983
208,59,Go,170,7,6,8.5,0.8780758545981773
16,5,Java,753,20,7,37.65,13.625940132589639
9,9,C++,1330,1,6,66.5,20.465208530232957
0,3,C++,131,14,1,6.55,3.7307939746531305
22,1,JavaScript,1431,12,8,71.55,21.475870415652413
